,date,price,market_cap,volume,returns,log_returns,symbol
BTC,2024-12-10 00:00:00,97353.94700820887,1926047690157.6282,146846843211.51685,-0.03834059804440537,-0.03909494302885657,BTC
BTC,2024-12-11 00:00:00,96649.71446771531,1913115778728.2837,125835977742.51114,-0.007233733835508183,-0.00726002414958952,BTC
BTC,2024-12-12 00:00:00,101123.61811033697,2001746436338.842,118484957960.76833,0.04628987956416686,0.045250458763386125,BTC
BTC,2024-12-13 00:00:00,100000.80836535197,1979166149963.3093,100092043319.81221,-0.011103338329527479,-0.011165440512807613,BTC
BTC,2024-12-14 00:00:00,101352.22971292294,2005406021235.8357,78802903278.85962,0.013514104232373425,0.01342360317457928,BTC
BTC,2024-12-15 00:00:00,101367.01064553364,2007646386698.8667,57321924844.41535,0.00014583727119332757,0.00014582663797229375,BTC
BTC,2024-12-16 00:00:00,104721.50151808978,2075487816560.1924,70645074624.52869,0.03309253031330206,0.032556760485398635,BTC
BTC,2024-12-17 00:00:00,106074.10723541168,2097460193710.789,115184737759.33566,0.012916217755799098,0.012833514793611297,BTC
BTC,2024-12-18 00:00:00,106034.913402645,2100629850064.9119,93417826250.1972,-0.00036949481629566794,-0.0003695630963252319,BTC
BTC,2024-12-19 00:00:00,100355.5761481501,1985284833093.572,113692025885.44745,-0.05356101186152562,-0.05504877090860486,BTC
BTC,2024-12-20 00:00:00,97851.35377075805,1937022229972.2085,100611554887.24123,-0.024953495097224887,-0.02527011178559204,BTC
BTC,2024-12-21 00:00:00,97691.43431692653,1932373308116.0107,112340864006.62827,-0.0016343100802281851,-0.0016356470217972997,BTC
BTC,2024-12-22 00:00:00,97202.82496847633,1922768195068.165,53058382639.48845,-0.005001557729872985,-0.00501410738243106,BTC
BTC,2024-12-23 00:00:00,95094.27394862173,1884599149192.4587,44619017105.36954,-0.02169228127411338,-0.02193101761234826,BTC
BTC,2024-12-24 00:00:00,94644.91085464321,1874912975786.6604,64937790292.61125,-0.004725448497785556,-0.004736648727540294,BTC
BTC,2024-12-25 00:00:00,98695.71400782601,1951173788529.116,49169088282.15742,0.042800010234085084,0.041909412891253564,BTC
BTC,2024-12-26 00:00:00,99344.95417367229,1966481159354.1177,33963749856.44743,0.0065782002022376496,0.006556658263139287,BTC
BTC,2024-12-27 00:00:00,95678.31244565405,1894744251986.1084,45049342388.18843,-0.03690818279112906,-0.03760652675618751,BTC
BTC,2024-12-28 00:00:00,94331.94727053077,1867708753554.924,41498540807.666954,-0.01407179057310426,-0.014171736942142382,BTC
BTC,2024-12-29 00:00:00,95184.61945288602,1885556552231.4314,22429850903.940086,0.009039060541280897,0.008998452754268724,BTC
BTC,2024-12-30 00:00:00,93663.44751964067,1854872605738.8086,24065314499.502274,-0.015981278719071734,-0.016110356418869543,BTC
BTC,2024-12-31 00:00:00,92627.28213113277,1833188187477.531,57595164139.4709,-0.01106264413650393,-0.011124290251796296,BTC
BTC,2025-01-01 00:00:00,93507.85874741491,1851839954625.13,45327464907.74362,0.009506665811866322,0.009461761831536675,BTC
BTC,2025-01-02 00:00:00,94384.1761153871,1869193319140.2422,23275007789.496334,0.009371590577636146,0.009327949667277409,BTC
BTC,2025-01-03 00:00:00,96852.14681235075,1917905016063.62,45157338602.617516,0.026148140488575944,0.025812122766966015,BTC
BTC,2025-01-04 00:00:00,98084.34279280754,1942834829349.9563,35721645948.10051,0.012722443652634308,0.012642193303310425,BTC
BTC,2025-01-05 00:00:00,98256.73876849933,1946611205641.351,20979035420.980793,0.0017576299211787827,0.0017560870972533273,BTC
BTC,2025-01-06 00:00:00,98364.58946599838,1948339898718.8586,20060293834.7155,0.0010976417378674164,0.001097039769631767,BTC
BTC,2025-01-07 00:00:00,102229.39453189743,2024825178619.8228,46111387334.46171,0.03929061349089458,0.03853837800298931,BTC
BTC,2025-01-08 00:00:00,96952.09886774956,1919133187081.3127,60610257147.15405,-0.05162209644605942,-0.05300222371905215,BTC
BTC,2025-01-09 00:00:00,95016.71440989176,1885313354913.7239,65790469838.34392,-0.019962274983833184,-0.02016421314397372,BTC
BTC,2025-01-10 00:00:00,92376.27578346101,1832933628117.9436,65850881574.76184,-0.02778920154026998,-0.02818262719143621,BTC
BTC,2025-01-11 00:00:00,94736.6267420969,1876836759923.398,63433655716.757095,0.02555148428118903,0.025230501347335663,BTC
BTC,2025-01-12 00:00:00,94559.55167224213,1874286243377.8525,17836423168.41627,-0.0018691299864076472,-0.0018708789896100513,BTC
BTC,2025-01-13 00:00:00,94454.77089638807,1870314882306.9236,19608932595.53299,-0.0011080929848023002,-0.0011087073737424359,BTC
BTC,2025-01-14 00:00:00,94456.3493746993,1870609367804.8223,76328330233.31137,1.6711472552000117e-05,1.671133291689836e-05,BTC
BTC,2025-01-15 00:00:00,96574.07768799194,1912603332624.1123,51241728228.81719,0.022420179557139264,0.022172541884869123,BTC
BTC,2025-01-16 00:00:00,100313.15239828422,1986831430651.8647,57637319739.543396,0.03871716717163309,0.03798645867029524,BTC
BTC,2025-01-17 00:00:00,100044.57926776377,1980935754458.284,50150102497.2729,-0.0026773471284613493,-0.002680937632399997,BTC
BTC,2025-01-18 00:00:00,104160.69358484233,2063854663834.0774,69135117732.00064,0.041142802010911694,0.04031895794904691,BTC
BTC,2025-01-19 00:00:00,104334.61575724394,2067151195362.0425,49416447749.13053,0.001669748601087706,0.0016683561207382067,BTC
BTC,2025-01-20 00:00:00,101275.33714814208,2014842808849.5005,72970313683.92325,-0.029321798780760466,-0.029760275280057365,BTC
BTC,2025-01-21 00:00:00,101764.90860170545,2017837068202.1384,120158523166.88387,0.004834063922663168,0.0048224173540825505,BTC
BTC,2025-01-22 00:00:00,106182.2368201815,2098829000928.49,95344290057.8965,0.04340718504219265,0.042491497764343925,BTC
BTC,2025-01-23 00:00:00,103673.53509537787,2054288661793.9773,55030669602.56557,-0.023626378572642937,-0.023909956982149278,BTC
BTC,2025-01-24 00:00:00,104067.60991206947,2062360759045.0,102455227371.20761,0.0038011129487294237,0.003793906973615983,BTC
BTC,2025-01-25 00:00:00,104835.19253555956,2076156720642.786,51418786362.7815,0.007375807171305704,0.007348738924215794,BTC
BTC,2025-01-26 00:00:00,104796.04077738234,2077647817531.3406,22740744964.719296,-0.00037346006842065016,-0.0003735298219993273,BTC
BTC,2025-01-27 00:00:00,102552.24874280207,2036324005947.406,20639818380.26942,-0.02141103822182311,-0.021643579796107294,BTC
BTC,2025-01-28 00:00:00,101958.46953745594,2019295541213.5288,93191643783.24739,-0.005790016431870826,-0.0058068435613526335,BTC
BTC,2025-01-29 00:00:00,101313.11264498268,2007072201507.5273,45780526813.56264,-0.006329605528613502,-0.006349722414583251,BTC
BTC,2025-01-30 00:00:00,103718.97939813645,2056581551171.7,47425401641.53094,0.023746844710855086,0.02346927409087364,BTC
BTC,2025-01-31 00:00:00,104781.5135100103,2076760153260.6191,42122570869.034325,0.010244355642907044,0.010192237871411826,BTC
BTC,2025-02-01 00:00:00,102382.39409722165,2028504133577.489,37187819228.35328,-0.02289639968370427,-0.02316259334279779,BTC
BTC,2025-02-02 00:00:00,100674.78762544956,1996423711261.7268,22827776122.48367,-0.016678712065968604,-0.01681936795001983,BTC
BTC,2025-02-03 00:00:00,97568.31653024875,1933691439792.2544,59784234332.21204,-0.0308564951411483,-0.03134258222690729,BTC
BTC,2025-02-04 00:00:00,101466.8606657039,2011121374511.8835,122163969235.23686,0.0399570708411936,0.03917943426400582,BTC
BTC,2025-02-05 00:00:00,98118.43921664466,1943535291172.1597,73196693057.98114,-0.033000148295620035,-0.03355693688523508,BTC
BTC,2025-02-06 00:00:00,96582.88682919052,1912584628590.309,48848958931.79228,-0.01564998790964922,-0.015773741833467855,BTC
BTC,2025-02-07 00:00:00,96635.41875332211,1915093756057.5637,44462180396.172516,0.0005439050939168855,0.0005437572311544015,BTC
BTC,2025-02-08 00:00:00,96558.4563096667,1911296376425.356,57077722340.22422,-0.0007964206566111187,-0.0007967379680290219,BTC
BTC,2025-02-09 00:00:00,96558.23762501091,1914211835440.1182,20760850644.84597,-2.2647903057393393e-06,-2.264792870380776e-06,BTC
BTC,2025-02-10 00:00:00,96548.57865379585,1913068773356.083,25457107581.051964,-0.00010003259641677698,-0.00010003760001063435,BTC
BTC,2025-02-11 00:00:00,97399.98161383197,1930742951090.367,37054987393.57789,0.008818389373592916,0.008779734461183165,BTC
BTC,2025-02-12 00:00:00,95739.97737079239,1898788887978.3252,36454577154.5622,-0.017043167930165692,-0.017190074275501493,BTC
BTC,2025-02-13 00:00:00,97836.18856127483,1936842454813.9983,47115618235.19051,0.021894836911899418,0.021658587183590938,BTC
BTC,2025-02-14 00:00:00,96561.6639990985,1914315097486.3862,29084371910.690556,-0.013027128109943664,-0.013112725346795539,BTC
BTC,2025-02-15 00:00:00,97488.48148536457,1931656846871.4856,32289906944.92862,0.009598192987589016,0.009552422973167336,BTC
BTC,2025-02-16 00:00:00,97569.95169430465,1934308378710.2861,14215311318.346336,0.0008356906138937692,0.0008353416189137124,BTC
BTC,2025-02-17 00:00:00,96149.3484548204,1905012222220.3691,13634794998.739267,-0.014559843628242475,-0.014666878361246591,BTC
BTC,2025-02-18 00:00:00,95776.15723852723,1898997753781.9536,25324374113.08163,-0.0038813702046928134,-0.003888922269933549,BTC
BTC,2025-02-19 00:00:00,95495.89153299287,1892702154844.508,38311133144.729355,-0.0029262575740679475,-0.002930547436635366,BTC
BTC,2025-02-20 00:00:00,96554.87156259285,1914337919659.5537,27703222487.389572,0.011089273188617854,0.011028238008022993,BTC
BTC,2025-02-21 00:00:00,98384.31738240314,1950376106325.3228,24175261969.81266,0.018947214057701167,0.01876995118902046,BTC
BTC,2025-02-22 00:00:00,96135.15541305285,1906058197506.3809,42477472950.92155,-0.02286098058299446,-0.0231263449257834,BTC
BTC,2025-02-23 00:00:00,96564.15414290235,1915260330870.798,18464415570.762142,0.004462454218815859,0.004452526992227976,BTC
BTC,2025-02-24 00:00:00,96327.46309127835,1909625674815.4763,16643044374.983364,-0.002451127478150239,-0.002454136408961605,BTC
BTC,2025-02-25 00:00:00,91396.76686930266,1814176779160.4363,45539703844.38777,-0.051186816965203774,-0.05254335640561144,BTC
BTC,2025-02-26 00:00:00,88755.7693356979,1759750360550.3337,96742453402.56294,-0.02889596234165903,-0.029321671571153105,BTC
BTC,2025-02-27 00:00:00,83900.11496524839,1664314955447.7466,69277430795.68657,-0.05470804215649505,-0.05626144910470158,BTC
BTC,2025-02-28 00:00:00,84709.14477847965,1679555320077.2097,81960688217.70384,0.00964277359532062,0.009596578780697617,BTC
BTC,2025-03-01 00:00:00,84441.9012237131,1674754437110.342,80695237175.07367,-0.0031548371249103813,-0.003159824115076059,BTC
BTC,2025-03-02 00:00:00,86005.25629681018,1705564098300.8237,30634474722.6359,0.01851397292625223,0.018344675713103394,BTC
BTC,2025-03-03 00:00:00,94261.53286538439,1868321705444.4878,61859112550.80991,0.09599734858159392,0.09166476934551977,BTC
BTC,2025-03-04 00:00:00,86124.71418722175,1708198960874.3418,68715362745.4567,-0.08632173094175011,-0.09027677271420725,BTC
BTC,2025-03-05 00:00:00,87310.80531078295,1731441668069.6523,65863356680.42408,0.013771785889272525,0.013677816612893448,BTC
BTC,2025-03-06 00:00:00,90604.08098523637,1797706868227.531,51606642859.81411,0.03771899323034544,0.0370250286613103,BTC
BTC,2025-03-07 00:00:00,90001.40087607042,1782785866811.654,47555759124.64708,-0.006651798711629353,-0.006674020522841662,BTC
BTC,2025-03-08 00:00:00,86773.33597555371,1720436931689.2776,63216440874.73251,-0.03586682950592812,-0.03652585024649933,BTC
BTC,2025-03-09 00:00:00,86142.9833586432,1708605516770.228,18809360803.37126,-0.0072643584555524,-0.007290872389954077,BTC
BTC,2025-03-10 00:00:00,80751.13893300897,1602073794580.0344,32013406240.51754,-0.06259180046256474,-0.06463644642549807,BTC
BTC,2025-03-11 00:00:00,78783.94057934263,1563547150147.7332,49983692766.22745,-0.024361245917513652,-0.02466289009754066,BTC
BTC,2025-03-12 00:00:00,82799.1080292053,1642997419531.6057,56404462275.083046,0.050964288157419935,0.04970811239974396,BTC
BTC,2025-03-13 00:00:00,83884.24578828987,1662502658717.542,41782186208.59073,0.013105669673419973,0.013020533422924781,BTC
BTC,2025-03-14 00:00:00,81098.90052436228,1608477373718.186,32583592654.882656,-0.033204629042709044,-0.03376841816872865,BTC
BTC,2025-03-15 00:00:00,83971.70916064628,1665725559905.8198,28571483950.074646,0.03542352137586624,0.034810542415063706,BTC
BTC,2025-03-16 00:00:00,84391.69087647168,1674173293916.4658,10761796127.312485,0.00500146680380098,0.004989001016243628,BTC
BTC,2025-03-17 00:00:00,82610.61750343916,1638672153483.722,21638031633.118767,-0.02110484284098013,-0.021330733954469952,BTC
BTC,2025-03-18 00:00:00,84075.36559694471,1667799227887.438,19659366246.596867,0.017730748634636084,0.017575392608819594,BTC
BTC,2025-03-19 00:00:00,82780.03048688271,1642578274105.806,24557570268.85276,-0.015406832915503599,-0.015526751470359814,BTC
BTC,2025-03-20 00:00:00,86815.44109470697,1721565138141.278,33871216993.304657,0.0487486001646702,0.047597644032876946,BTC
BTC,2025-03-21 00:00:00,84270.84358966233,1672550706502.8184,27579127651.06656,-0.0293104253455182,-0.029748558349979776,BTC
BTC,2025-03-22 00:00:00,84009.532917822,1666749159154.2927,18091004975.919056,-0.0031008431945065418,-0.003105660770374277,BTC
BTC,2025-03-23 00:00:00,83793.30854192551,1662574363663.653,7771134681.982918,-0.0025738076190472414,-0.002577125556254653,BTC
BTC,2025-03-24 00:00:00,85787.70914901773,1702009594329.4495,12617587530.619724,0.023801430469765128,0.02352259225639348,BTC
BTC,2025-03-25 00:00:00,87327.72969669085,1732715331970.134,27270889835.1835,0.017951528988820797,0.017792303034849445,BTC
BTC,2025-03-26 00:00:00,87520.58391530563,1735368473904.4885,30351832942.705593,0.0022083961106582617,0.002205961188157442,BTC
BTC,2025-03-27 00:00:00,86960.8555491039,1724854479045.6724,25522877558.700558,-0.0063953911315695056,-0.006415929258497127,BTC
BTC,2025-03-28 00:00:00,87227.27158032371,1729729987159.4822,24620445368.489468,0.0030636316712566725,0.003058948314696347,BTC
BTC,2025-03-29 00:00:00,84359.46915506005,1673182800974.1038,31674486232.097313,-0.03287736017998477,-0.0334299665239076,BTC
BTC,2025-03-30 00:00:00,82679.17255385047,1640665503855.1438,16837439419.924389,-0.01991829273037571,-0.02011933602807924,BTC
BTC,2025-03-31 00:00:00,82356.38111183756,1633996304187.2593,13428975108.070734,-0.0039041445631627925,-0.003911785629917921,BTC
BTC,2025-04-01 00:00:00,82514.09365397849,1635076581047.3545,30326148749.91535,0.001915000878034645,0.0019131696014113883,BTC
BTC,2025-04-02 00:00:00,85237.5876052852,1690602036035.04,29172899851.734768,0.03300640933811416,0.032473394705004495,BTC
BTC,2025-04-03 00:00:00,82526.4221526433,1637358764747.381,46332905657.77597,-0.03180715842401194,-0.03232399504241284,BTC
BTC,2025-04-04 00:00:00,83163.98757387721,1652537223074.958,36594464539.14662,0.0077255914482110555,0.007695901881532026,BTC
BTC,2025-04-05 00:00:00,83852.00765399594,1664234880198.049,35647289400.47406,0.008273053038823308,0.008239018917415642,BTC
BTC,2025-04-06 00:00:00,83595.88550177493,1656020067997.187,14910400035.531416,-0.00305445462054843,-0.0030591289879183547,BTC
BTC,2025-04-07 00:00:00,78211.48358199988,1555325260787.2627,36140377231.68329,-0.06440989155693222,-0.06657781674883545,BTC
BTC,2025-04-08 00:00:00,79179.29226757778,1581407565278.352,82909748172.59216,0.012374253002926494,0.012298317720762697,BTC
BTC,2025-04-09 00:00:00,76329.090356324,1515042499757.3254,47812787635.22632,-0.03599680964085705,-0.0366606748758822,BTC
BTC,2025-04-10 00:00:00,82622.17029546302,1640567909122.172,87408220482.11568,0.08244667805893258,0.0792239215371125,BTC
BTC,2025-04-11 00:00:00,79596.35732250768,1580023209138.0547,41213520154.25157,-0.03662228869242723,-0.03730972050353861,BTC
BTC,2025-04-12 00:00:00,83439.28818043756,1655868880454.1702,39813566443.76779,0.04828023526703795,0.047150950217792836,BTC
BTC,2025-04-13 00:00:00,85305.09728392666,1693600655371.0874,22428929482.069122,0.02236127781260877,0.022114930109943746,BTC
BTC,2025-04-14 00:00:00,83600.82010054543,1658923208081.8682,28731125717.934357,-0.01997860898873105,-0.02018087999321789,BTC
BTC,2025-04-15 00:00:00,84523.4524914945,1677843510120.269,33155578229.343513,0.011036164356275968,0.010975710275204819,BTC
BTC,2025-04-16 00:00:00,83656.49248858042,1660749023283.0562,25084671427.622566,-0.010257034909942009,-0.010310000785685756,BTC
BTC,2025-04-17 00:00:00,84105.77942167096,1670497569762.047,26948109141.803364,0.005370616430659725,0.005356246098968539,BTC
BTC,2025-04-18 00:00:00,84930.90857600998,1686226810049.1836,19323821375.14309,0.009810611827305804,0.009762800228128057,BTC
BTC,2025-04-19 00:00:00,84433.75017215389,1676373197914.5117,9550691272.782005,-0.005853680505621295,-0.005870880448176356,BTC
BTC,2025-04-20 00:00:00,85126.66244301842,1690090596771.3958,12635983530.804455,0.008206579353063681,0.008173088486266326,BTC
BTC,2025-04-21 00:00:00,85073.16544858096,1689008667806.3804,12625843856.313684,-0.000628439937643166,-0.0006286374887911351,BTC
BTC,2025-04-22 00:00:00,87452.04699068287,1735703747771.06,40070025414.28289,0.02796277215686449,0.027578952522045695,BTC
BTC,2025-04-23 00:00:00,93576.16588573981,1858587811717.8286,53841992235.36636,0.07002830815051597,0.0676851043392908,BTC
BTC,2025-04-24 00:00:00,93605.45230873208,1858660302322.256,39901515879.65954,0.00031296882828080186,0.000312919863753045,BTC
BTC,2025-04-25 00:00:00,93872.81422867288,1864298110563.3408,30031246761.093452,0.002856264387879559,0.0028521930155209234,BTC
BTC,2025-04-26 00:00:00,94773.11200643536,1882121595175.8462,39336184715.04292,0.009590612417023747,0.009544914442469252,BTC
BTC,2025-04-27 00:00:00,94644.06637120107,1879131951239.1846,15445392739.787264,-0.0013616270744124526,-0.0013625549309160036,BTC
BTC,2025-04-28 00:00:00,93809.33781968223,1862772247122.064,15926259371.057959,-0.008819660687918618,-0.00885878410193843,BTC
BTC,2025-04-29 00:00:00,95030.60645474444,1887067388174.3481,31913814736.53902,0.01301862547425392,0.012934611547916357,BTC
BTC,2025-04-30 00:00:00,94256.35946318062,1870818389258.4038,25882629766.278946,-0.008147343476467617,-0.008180714459504218,BTC
